Label,String
Event_CoretapDestabilization_0x8D3_Desc,"The ancient coretap we made use of on {PLANETNAME}, once thought to be a boon, has now caused severe destabilization of our planet's core. This has triggered environmental catastrophes and poses a threat to all life. We must act swiftly to mitigate this disaster."
Event_CoretapDestabilization_Choice_Contain_Desc,Initiate Containment Measures
Event_CoretapDestabilization_Choice_Contain_Details,We will save the planet but it will never be quite the same.
Event_DreadLordShipSummoned_0x9C6_Name,Dread Lord Ship Emergence
Event_DreadLordShipSummoned_0x9C6_Desc,"YOu may recall the Dread Lord archive we found on {PLANETNAME}.  You may also recall we decided to use it. [BR][BR]Unfortunately, our interaction with the Dread Lord archive has had an unforeseen and alarming consequence. A massive Dread Lord ship has been summoned into a nearby star system. This formidable vessel poses a significant threat to our security and demands immediate attention."
Event_DreadLordShipSummoned_Choice_Engage_Desc,Prepare to Engage the Dread Lord Ship
Event_DreadLordShipSummoned_Choice_Engage_Details,The Dread Lord ship should be easy to find. It will be the one bristling with weapons of death.
Event_TerraformingCatastrophe_0xF13_Name,Catastrophic Terraforming Failure
Event_TerraformingCatastrophe_0xF13_Desc,"The reckless approach we took on {PLANETNAME} to terraforming has backfired, leading to a severe ecological collapse on the planet.  A massive release of toxic gasses from below the mantle of the planet has killed the entire planet.[BR][BR]While the toxic fumes are short-lived, the death of our colonists is quite real."
Event_TerraformingCatastrophe_Choice_Repair_Desc,We will need to bring new colonists.
Event_TerraformingCatastrophe_Choice_Repair_Details,With all life gone we will have to transport new colonists to the planet.
Event_UniversalTranslatorTourism_Name,Galactic Tourism Initiative
Event_UniversalTranslatorTourism_Desc,"The breakthrough in Universal Translator technology has opened a gateway for interspecies communication, turning our planet into a potential hub for interstellar tourism. This presents us with a unique opportunity: to become a crossroads for galactic civilizations, where knowledge, culture, and commerce can be exchanged freely and efficiently. As we contemplate this prospect, we must consider the infrastructural and diplomatic challenges it poses. [BR][BR]Put another way, we have an opportunity to make some tourism income from alien visitors."
Event_UniversalTranslatorTourism_Choice_Welcome_Desc,Let's construct the Galactic Nexus Pavilion
Event_UniversalTranslatorTourism_Choice_Welcome_Details,We should proceed with caution with this as this will make some people very unhappy on our world.
Event_UniversalTranslatorTourism_Choice_Reject_Desc,We are not turning our homeworld into an amusement park.
Event_UniversalTranslatorTourism_Choice_Welcome_Results,Dislike alien tourism policy
Event_FearOfContaimination_0x5C3B_Name,Galactic Contamination Concern
Event_FearOfContaimination_0x5C3B_Desc,"There is a wave of revulsion sweeping through our ranks. [BR][BR]The citizenry abhors the very thought of intermingling with the galaxy's lesser beings as a result of our exploration. They dread not just the dilution of our superior genetics but the erosion of our hallowed culture, the tainting of our sacred bloodlines, and the defilement of our ancestral legacies. [BR][BR]The people for look to your decisive leadership to safeguard our purity as we cast our shadow across the galaxy."
Event_FearOfContaimination_0x5C3B_Choice_0_Desc,Implement the Crucible of Pain enhancement on our Homeworld to harden our populace.
Event_FearOfContaimination_0x5C3B_Choice_0_Details,"The Crucible of Pain will reinforce our citizens' strength and purity, ensuring the superiority of our kind."
Event_FearOfContaimination_0x5C3B_Choice_1_Desc,Dispatch those who express fear to the front lines in colony ships.
Event_FearOfContaimination_0x5C3B_Choice_1_Details,"By facing the unknown, our people will either return victorious or not at all. The weak will be weeded out."
Event_FearOfContaimination_0x5C3B_Choice_2_Desc,Perhaps we should be more open to other species and realize that we are no better than anyone else.
Event_FearOfContaimination_0x5C3B_Choice_2_Details,"This controversial decree may be seen as a weakness by many, challenging the very core of our beliefs."
Event_FearOfContaimination_0x5C3B_OurLeaderIsAWeakling,Our leader is a weakling.
CrucibleOfPain_Name,Crucible of Pain
CrucibleOfPain_ShortDec,Turns our weaklings into formidable soldiers.
Improvement_TranslightHub_Name,Translight Hub
Improvement_TranslightHub_ShortDec,Increases the number of moves for ships constructed at this shipyard.
Improvement_CentralBoreHole_Name,Central Borehole
Improvement_CentralBoreHole_ShortDec,Increases manufacturing and will produce secondary boreholes across world.
Improvement_BoreHole_Name,Borehole
Improvement_BoreHole_ShortDec,Secondary borehole that produces resources.
Improvement_HomeBurrow_Name,Home Burrow
Improvement_HomeBurrow_ShortDec,Interconnected tunnels that provide comfort and a sharing of knowledge.
Improvement_NurtureDen_Name,Nurture Den
Improvement_NurtureDen_ShortDec,A dedicated location for breeding and labor.
Improvement_EnforcerDen_Name,Enforcer Den
Improvement_EnforcerDen_ShortDec,Upon completion turns every current citizen into an enforcer that provides a massive production boost. This only happens once. Also increases control based on the crime rate.
Improvement_IndustrialEspionageCenter_Name,Industrial Espionage Center
Improvement_IndustrialEspionageCenter_ShortDec,Steals a tiny percent of the galactic research. Grows over time.
Improvement_NeuralLink_Name,Neural Link
Improvement_NeuralLink_ShortDec,Utilizing the inherent trust of our people to form a neural interface between citizens that grows over time. Citizen intelligence will gradually increase.
Improvement_WorldEngine_Name,The World Engine
Improvement_WorldEngine_ShortDec,A massive power generation that taps the core of the planet.
Improvement_ElementalFabricator_Name,Elemental Fabricator
Improvement_ElementalFabricator_ShortDec,Makes use of the bits of Arnorian technology to create a powerful auto factory.
Improvement_AltarOfProcipinee_Name,Tower of Procipinee
Improvement_AltarOfProcipinee_ShortDec,Doubles the intelligence of your citizens.
Improvement_AutoPrinter_Name,Auto Printer
Improvement_AutoPrinter_ShortDec,Massively networked printer that increases the productivity of our citizens.
Improvement_CommunicationsArray_Name,Communications Array
Improvement_CommunicationsArray_ShortDec,Vast communications network that greatly increases the sharing of information between citizens.
Improvement_DurantiumScanner_Name,Durantium Scanner
Improvement_DurantiumScanner_ShortDec,"Sends out a massive pulse to detect the rare metal, Durantium. Upon completion will reveal Durantium on planet and in system."
PrecursorRelic_Name,Precursor Relic
PrecursorRelic_ShortDec,A discovered piece of ancient Arnorian technology.
Improvement_PrecursorRelicScanner_Name,Precursor Relic Scanner
Improvement_PrecursorRelicScanner_ShortDec,Will reveal any Precursor Relics on this world and in nearby systems.
InterrogationMachine_Name,Interrogation Machine
InterrogationMachine_ShortDec,Place it near population centers to extract knowledge from our people.
DeathCamp_Name,Death Camp
DeathCamp_ShortDec,Upon construction supplies several ruined Torians who will be worked to death.
GrandResort_Name,The Grand Resort
GrandResort_ShortDec,Let's show off our world to other species.
GreatSchool_Name,The Great School
GreatSchool_ShortDec,"Teaches our citizens, increasing their intelligence."
FatherTree_Name,Father Tree
FatherTree_ShortDec,The central nervous system of this world.
FatherRoot_Name,Father Root
FatherRoot_ShortDec,An extension of the Father Tree that has grown to every part of this world..
MiningOperation_Name,Mining Operation
MiningOperation_ShortDesc,Extracting valuable resources from the planet.
DurantiumDeposit_Name,Durantium Deposit
DurantiumDeposit_ShortDec,A small deposit of exotic metal.
Improvement_CrystalCore_Name,Crystal Core
Improvement_CrystalCore_ShortDec,A central hub for crystalline knowledge assimilation and distribution. Will spawn shards across world upon completion.
Improvement_Crystalize_Name,Crystallization Chambers
Improvement_Crystalize_ShortDec,Improves production and will expand the land area of this world by 3 tiles upon completion.
Improvement_Facet_Name,Facet Conduits
Improvement_Facet_ShortDec,Helps grow our population by generating a scientist and a worker to our world.
Improvement_Harmonic_Name,Harmonic Array
Improvement_Harmonic_ShortDec,Magnifies the telepathic abilities of our people.
CrystalShard_Name,Shard of Enlightenment
CrystalShard_ShortDec,"A revered crystal shard, believed to contain ancient wisdom and enhance learning."
Improvement_PrismaticMatrix_Name,Prismatic Learning Matrix
Improvement_PrismaticMatrix_ShortDec,Assimilates knowledge from other civilizations making it easier for us to use their technologies as our own.
AirPurifier_Name,Air Purifier
AirPurifier_ShortDec,Undoing some of the damage we are already causing.
CentralMine_Name,Central Mine
CentralMine_ShortDesc,Core hub for efficient resource extraction. Upon completion will start mining operations across the planet.
XenoPatentOffice_Name,Xeno Patent Office
XenoPatentOffice_ShortDec,Securing and managing alien technology patents for our use.
ArmsExpo_Name,Arms Expo
ArmsExpo_ShortDec,Making a profit from the wages of war.
MiningCore_Name,Mining Core
MiningCore_ShortDesc,High-intensity resource extraction for rapid industrial expansion. Produces Mining Operations on completion.
Event_0x7AC3_DefectingScientist_Old_Name,The Defector's Dilemma
Event_0x7AC3_DefectingScientist_Old_Dec,"{LEADERNAME}, one of your top scientists, defected from their home planet and brought classified technology to your civilization. This technological edge has given you an advantage. However, the scientist's former government has tracked them down and demands that {LEADERNAME} be returned along with the classified technology.[BR][BR]Your advisors are divided on this issue, with some arguing that complying with the demand could improve diplomatic relations, while others insist that refusing will protect your technological advantage and the scientist's life."
Event_0x7AC3_DefectingScientist_Old_Choice1_Title,Comply with the demand.
Event_0x7AC3_DefectingScientist_Old_Choice1_Dec,"You decide to comply with the demand. {LEADERNAME} and the classified technology are returned to their home planet. Your diplomatic relations with their former government improve, but you lose the technological advantage and a valuable scientist. There's also the potential for a negative impact on your reputation as a safe haven for defectors."
Event_0x7AC3_DefectingScientist_Old_Choice2_Title,Refuse the demand.
Event_0x7AC3_DefectingScientist_Old_Choice2_Dec,"You choose to protect {LEADERNAME} and refuse the demand. The technological advantage remains with your civilization, and the scientist continues their work. However, your refusal strains diplomatic relations with the former government and may lead to increased tension or even conflict in the future."
Event_0x7C32_Tactics_Old_Dec,"{LEADERNAME}, your brilliant strategist, has become infamous for their ruthless tactics. Their latest plan involves a high-risk, high-reward operation that could potentially cripple the enemy but would result in significant civilian casualties. While the strategy may help turn the tide of the conflict, it could also provoke outrage and moral condemnation from both your own people and the galactic community.[BR][BR]Your advisors are divided, with some arguing that the potential benefits outweigh the risks, while others advocate for a more measured and cautious approach. The choice ultimately falls on you to decide whether to authorize {LEADERNAME}'s ruthless tactics or to seek alternative strategies."
Event_0x7AC5_Terraformer_Old_Dec,"{LEADERNAME}, a renowned terraformer in your civilization, is responsible for the accidental creation of a new form of life while working on a terraforming project. This new life form, now known as the {CREATURENAME}, is an intelligent and rapidly evolving species that has been discovered on the terraformed planet.[BR][BR]As the {CREATURENAME} beings begin to develop and establish their own society, your advisors are divided on how to approach this situation. Some argue that we should study and learn from the {CREATURENAME}, while others fear the potential threat they might pose to our civilization."
Event_0x9AB4_HealthDiscovery_Name,The Unexpected Discovery
Event_0x9AB4_HealthDiscovery_Desc,"While the quest for immortality led by {LEADERNAME} did not uncover the secret to eternal life, it resulted in an unexpected and groundbreaking discovery. The expedition team has found advanced techniques that significantly improve health, prenatal care, and overall life expectancy. This knowledge can be used to boost our population growth.[BR][BR]Implementing these techniques will have a lasting impact on the health and wellbeing of our citizens."
Event_0x9AB4_HealthDiscovery_Choice1_Title,Implement the health advancements.
Event_0x9AB4_HealthDiscovery_Choice1_Desc,"By adopting these new health techniques, we can ensure a healthier, stronger population, boosting our growth rates. While it's not the immortality we sought, it's a significant step forward for our civilization's future."
Event_0x7AC3_DefectingScientist_Choice1_BonusDec,+3 Relations with the {PLAYERFACTION:1} for 50 months[BR]{GOVERNORNAME} loses the Smart Friend trait
Event_0x7AC3_DefectingScientist_Choice2_BonusDec,-5 Relations with the {PLAYERFACTION:1} for 50 months
Event_0x6AB5_Dimension_choice1_BonusDec,Gain 3 charges of [HS=HS_ArtifactWormhole]Wormhole Generator[/HS].
Event_0x7C61_Liberation_choice_0_BonusDec,2 Free Citizens on {PLANETNAME}
Event_0x6AB5_PlagueSurvivor_choice_0_BonusDec,Future outcome unknown
Event_0x6AB6_PlagueBreakthrough_Name,Plague Research Breakthrough
Event_0x6AB6_PlagueBreakthrough_Dec,"Following {LEADERNAME}'s courageous decision to assist the scientists, a significant breakthrough has been made in controlling the deadly plague. The team, with {LEADERNAME}'s help, discovered a method to significantly reduce the spread of the disease. This achievement not only helps in combating the plague but also reduces overall pollution levels. {LEADERNAME}, despite their personal turmoil, has shown exceptional resolve and social acumen in this crisis. However, the emotional toll of revisiting their past is still evident."
Event_0x6AB6_PlagueBreakthrough_Choice1_Title,Recognize the team's success and {LEADERNAME}'s contribution.
Event_0x6AB6_PlagueBreakthrough_Choice1_Dec,You publicly commend the research team's success and {LEADERNAME}'s invaluable contribution. This achievement not only bolsters {LEADERNAME}'s reputation but also marks a pivotal moment in your civilization's scientific advancements.
Event_0x7AC5_Terraformer_Choice1_BonusDec,4 Free Irradiated Citizens on {PLANETNAME}
Event_0x6AB7_EnergyInnovation_Name,Revolutionary Energy Source
Event_0x6AB7_EnergyInnovation_Dec,"{LEADERNAME}, a visionary in your ranks, has developed a revolutionary new energy source. This breakthrough promises to redefine our civilization's energy landscape. However, its implementation comes with crucial decisions that will impact our society and environment."
Event_0x6AB7_EnergyInnovation_Choice1_Title,Implement the new energy source.
Event_0x6AB7_EnergyInnovation_Choice1_Dec,"By choosing to implement this new energy source, we significantly boost our mineral production at the cost of increased pollution. The benefits are tangible, but the environmental impact cannot be ignored."
Event_0x6AB7_EnergyInnovation_Choice2_Title,Monetize the invention.
Event_0x6AB7_EnergyInnovation_Choice2_Dec,"Opting to monetize the invention, we sell the technology to other civilizations. This decision brings a substantial influx of credits, providing immediate financial gain without directly affecting our environmental footprint."
Event_0x6AB7_EnergyInnovation_choice_0_BonusDec,{GOVERNORNAME} gains the Energy Source Inventor trait
Event_0x7BC5_EnergySource_choice_1_BonusDec,Future outcome unknown
Event_0x7BC6_RivalRetaliation_Name,Tragic Outcome of Deception
Event_0x7BC6_RivalRetaliation_Dec,"The fallout from planting the fake blueprints has taken a grim turn. Rival factions, enraged upon discovering the deception, have escalated their efforts to obtain the real technology. In a drastic move, they attempted to kidnap {LEADERNAME}, the inventor of the revolutionary energy source. Tragically, the confrontation led to {LEADERNAME}'s untimely death, leaving a void in your leadership and a sour note in diplomatic relations."
Event_0x7BC6_RivalRetaliation_Choice1_Title,Mourn the loss.
Event_0x7BC6_RivalRetaliation_Choice1_Dec,"In the wake of this tragic event, you choose to mourn the loss of {LEADERNAME} and take measures to prevent such incidents in the future. The incident has strained your diplomatic relations, and the need for heightened security is evident."
Event_0x7BC6_RivalRetaliation_choice_0_BonusDec,{LEADERNAME} dies
Event_0x7A14_MutinySurvivor_choice_0_BonusDec,2 Free Citizens on {PLANETNAME}
DiplomatTrait_Enforcer_Name,[ICON=PlanetarySpies_Icon] Enforcer
DiplomatTrait_Enforcer_Dec,Ensures we get a piece of the action.
GovernorTrait_SmartFriend_Name,[ICON=GovernorTrait_SmartFriend_Icon] Smart Friend
GovernorTrait_SmartFriend_Dec,Maintains a close relationship with an unbelievably brilliant friend from a foreign world.[BR][BR]+30% [HS=HS_Research]Research[/HS] when assigned as a Governor.
GovernorTrait_PirateEngineer_Name,[ICON=GovernorTrait_PirateEngineer_Icon] Pirate Engineer
GovernorTrait_PirateEngineer_Dec,Spent years as the chief engineer of a notorious pirate ship.[BR][BR]+10% [HS=HS_Manufacturing]Manufacturing[/HS] and +5% [HS=HS_Crime]Crime[/HS] when assigned as a Governor.
GovernorTrait_PrisonEscapee_Name,[ICON=GovernorTrait_PrisonEscapee_Icon] Prison Escapee
GovernorTrait_PrisonEscapee_Dec,Is known to have escaped a high-security prison colony; why they were there is unknown.[BR][BR]+20% [HS=HS_Crime]Crime[/HS] when assigned as a Governor.
GovernorTrait_FormerThrallCaptain_Name,[ICON=LeaderTrait_ThrallCaptain_Icon] Thrall Captain
GovernorTrait_FormerThrallCaptain_Dec,A reformed thrall captain who once ruthlessly pushed those under their charge to the brink but now seeks redemption.
GovernorTrait_RuthlessTactician_Name,[ICON=LeaderTrait_RuthlessTactician_Icon] Ruthless Tactician
GovernorTrait_RuthlessTactician_Dec,A tactician known for their effective but cruel methods.
GovernorTrait_PlagueSurvivor_Name,[ICON=LeaderTrait_PlagueSurvivor_Icon] Plague Survivor
GovernorTrait_PlagueSurvivor_Dec,Survived a plague that resulted in the death of their loved ones and the quarantining of their old home.
GovernorTrait_InventedEnergySource_Name,[ICON=LeaderTrait_InventedEnergySource_Icon] Energy Source Inventor
GovernorTrait_InventedEnergySource_Dec,Invented a new energy source quickly adopted across the Civilization.
Tech_Emissaries_Name,Emissaries
MasterTech_Emissaries_ShortDec,Improves our diplomatic capabilities and allows us to recruit more Commanders.
MasterTech_Emissaries_Dec,"The Emissaries technology represents a significant leap in our civilization's interstellar diplomacy and strategic operations. By establishing a network of skilled and persuasive emissaries, we can extend our influence beyond the confines of our own systems. [BR][BR]This technology enables us to identify, engage, and recruit the most capable commanders and specialists scattered across the galaxy. These commanders bring with them unique skills, insights, and abilities, greatly enhancing our strategic depth and operational flexibility. The Emissaries program not only opens new avenues for diplomatic engagements but also serves as a critical tool in forging alliances, navigating complex political landscapes, and asserting our presence in the galaxy."
MasterTech_InterstellarMarkets_Name,Interstellar Markets
MasterTech_InterstellarMarkets_ShortDec,Expansion of trade across to new civilizations.
MasterTech_InterstellarMarkets_Dec,"As our civilization grows, the need to establish robust and efficient trade networks across star systems becomes paramount. 'Interstellar Markets' represents a groundbreaking leap in economic infrastructure, enabling not just the exchange of goods, but also of ideas and innovations across vast distances. This technology lays the foundation for a network of markets that are interconnected through advanced logistics, data analytics, and AI-driven market forecasts, ensuring optimal trade routes and transactions. It allows for real-time adaptation to the dynamic needs of different worlds, promoting unprecedented economic growth and prosperity throughout our star-spanning empire. This technology is not just about commerce; it's about weaving a tapestry of cultural and economic unity across the stars, strengthening the bonds between diverse worlds and peoples."
MasterTech_InterstellarInvestments_Name,Interstellar Investments
MasterTech_InterstellarInvestments_ShortDec,Advancing galactic-scale investment strategies.
MasterTech_InterstellarInvestments_Dec,"The advent of 'Interstellar Investments' marks a significant milestone in our civilization's economic evolution. This technology encapsulates the development of sophisticated investment strategies that transcend planetary boundaries, tapping into the immense potential of a galaxy-wide economy. By leveraging advanced predictive analytics, quantum financial modeling, and decentralized blockchain networks, it allows for secure, efficient, and highly profitable investment opportunities across diverse sectors and star systems. This approach not only boosts our economy but also fosters the growth of nascent industries and emerging markets on frontier worlds, driving innovation and prosperity on a galactic scale. 'Interstellar Investments' isn't just about financial gains; it's about cultivating a thriving, interconnected galactic community where the flow of capital catalyzes progress and unity across countless star systems."
Event_0x8C31_FathersDeath_Choice1_BonusDec,+40 Research
Event_0x6AB5_AncientTech_Choice2_BonusDec,+40 Research
Event_0x7CB5_Peacekeeper_Choice2_BonusDec,Free Citizen on {PLANETNAME}
Event_0x6ACE_PirateEngineer_Choice1_BonusDec,Free Citizen on {PLANETNAME}
Event_0x7CD1_Cryosleep_Choice1_BonusDec,Free Citizen on {PLANETNAME}
Event_0x7CD1_Cryosleep_Choice2_BonusDec,Free Citizen on {PLANETNAME}
Event_0x7AC5_Artifact_Choice2_BonusDec,+40 Research
Event_0x7C35_SentientPlant_Choice1_BonusDec,+40 Research
Event_0x6AB5_LostLegacy_Choice1_BonusDec,+100 Research
Event_0x8C12_AncientArtifact_Choice1_BonusDec,+40 Research
Event_0x7AC5_Terraformer_Choice1_Old_BonusDec,+40 Research
Event_0x7CD9_Gladiator_Choice1_BonusDec,Free Leader
Event_0x7AC5_Archaeologist_Choice2_BonusDec,Free Leader
Event_YorObservationProposal_0xF3A8_Choice1_BonusDec,+300 Research
Event_IconianHistoryShare_0xH5C1_Choice1_BonusDec,+250 Research
Event_0x7C51_CoinFlip_choice_0_BonusDec,{LEADERNAME} loses the Alien Coin Flipper trait
Event_0x7AC5_Artifact_choice_0_BonusDec,{LEADERNAME} loses the Alien Artifact trait
BattleBehavior_Opportunist_Name,Opportunist
PointLights,Point Lights
Tooltip_Opportunist,"In battle, opportunists will attack the closest target regardless of class."
ALERT_ShipComplete,%s has finished construction at %s.
ALERT_ImprovementComplete,%s has finished construction on %s.
ALERT_War,%s has declared war on us.
ALERT_ForeignWar,%s has declared war on %s.
UI_Color_Absolute,Contaminant
Label_MultipleTreaties,Multiple Treaties
Desc_MultipleTreaties,This diplomatic agreement contains multiple treaties
TreatiesTooltip_CreditsPerMonth,[ICON=Stat_Credits_Icon] Credits per month
TreatiesListSubWnd_CreditsFormat,%s Credits
TREATY_CREDITS,Credits Per Month
TREATY_DESCRIPTION_CREDITS,Offer a repeated payment of credits to occur monthly for the duration of the agreement.
CANCELS_LABEL,Cancels
Label_BreakTreaty,Break Treaty
Desc_BreakTreaty,Breaking a diplomatic agreement cancels all treaties and ongoing payments. Canceling diplomatic agreements will have negative effects on Relations.
CIVILIZATION_HATEDFACTION_LABEL,Rival Civilizations
CIVILIZATION_HATEDFACTION_TT,These Civilizations have historically been at odds with this Civilization. They start with decreased diplomatic relations.
DiplomacySummary_Title,Diplomacy Summary
DiplomacySummary_Header_Allies,Allied With
DiplomacySummary_Header_War,At War With
DiplomacySummary_Header_Trading,Trading With
DiplomacySummary_Header_Friendly,Friendly With
DiplomacySummary_Header_Unfriendly,Unfriendly With
Missing_Ship_Design_Name,Unknown Name
Monthly_News_Report_Pip_TT,{AMOUNT} News Reports
ATTEMPTING_LOGIN,Attempting login to Epic
ATTEMPTING_LOGIN_SUCCESS,Successfully connected Epic account.
ATTEMPTING_LOGIN_FAILURE,Epic account not connected.
FleetManager_Title,Fleet Manager
FleetManager_Ships_In_Tile,Other Ships in Tile
FleetManager_Ships_In_Fleet,Ships in Fleet
FleetManager_Add_To_Fleet,Add To Fleet
FleetManager_Remove_From_Fleet,Remove From Fleet
FleetManager_FleetName,Fleet Name
FleetManager_ShipName,Ship Name
FleetManager_ShipClass,Ship Class
FleetManager_Logistics_Sample,Logistics 00 / 00
FleetManager_Done,Done
FleetManager_Details,Fleet Details
FleetManager_Cannot_Empty_Fleet,Cannot empty fleet
HOTKEY_TOOLTIP_FLEETMANAGER_TEXT,[B]Fleet Manager[/B][BR][COLOR=UIDefaultHot]Add and remove ships from the selected fleet.[/COLOR]
CustomCivs,Custom Civilizations
CustomCiv_DisplayName,Custom Civilization
CustomCiv_WaitingForData,Waiting for data...
AllowCustomCivs,Allow Custom Civilizations
AllowCustomCivs_Tooltip,Custom Civilizations in Multiplayer sessions are not moderated. Use caution when allowing the use of Custom Civilizations. Any associated custom ship style set and custom ship designs will be transferred along with the Custom Civilization. Shared Custom Civilizations are not retained after the session.
Lobby_Allows_Custom_Civs_Tooltip,"Players may use Custom Civilizations, and the host may choose Custom Civilizations for AI players. Load times may be increased due to needing to synchronize additional data."
Lobby_No_Custom_Civs_Tooltip,Players may not use Custom Civilizations.
ShareMyCustomCivs,Share my Custom Civilizations
ShareMyCustomCivs_Tooltip,"Your Custom Civilizations will be accessible to all players in the lobby, allowing them to be selected by other Human and AI players.[BR][BR]Full data and images for a Custom Civilization will not be transmitted to the lobby unless they are used by a player when the game starts."
ShowOtherCustomCivs,Show other players' Custom Civilizations
ShowOtherCustomCivs_Tooltip,Enabling this option allows the use of Custom Civilizations provided by other players.
MPShowHumanBattlesInViewer,Allow Battle Viewer for Human vs. Human Battles
MPShowHumanBattlesInViewer_Tooltip,Human players will be given the option to watch battles in the viewer when their opponent is a human player.  This will increase turn times.
MigrateWorkshopItems,Migrate Workshop Items to Steam
MigrateWorkshopItems_Tooltip,"Migrate Workshop Items from Stardock Workshop to Steam Workshop. After closing the options screen with this option enabled, the migration process will begin if you are logged on to Steam.  If you are in a session, the migration process will not begin until you return to the main menu."
MigrateWorkshopItems_Initialization,Checking for workshop items to migrate...
MigrateWorkshopItems_Status,Migrating item {AMOUNT:1} of {AMOUNT:2}. Failures: {AMOUNT:3}
MigrateWorkshopItems_Prompt,"Depending on how many items you have to be migrated, this may take some time.  Hit cancel to do the migration some other time."
MigrateWorkshopItems_FinalStatus,Migrated {AMOUNT:1} items. Failures: {AMOUNT:2}. Check {TARGET} for more information.
MigrateWorkshopItems_NoFilesFound,You have no workshop items that need to be migrated.
MigrateWorkshopItems_Title,Migration
UPDATE_WORKSHOP_LIMIT_EXCEEDED,Preview Image or screenshot exceeds 2 MB limit
Treaties_Titles,Ongoing Treaties
Treaties_Civilization,Civilization
Treaties_Treaty,Treaty
Treaties_Duration,Duration
Treaties_PerMonth,Per Month
Treaties_Effect,Diplomatic Effect
Treaties_Break,Break Treaty
Treaties_SpeakTo,Speak To
Race_Zombie_Name,Zombies
Race_Zombie_Dec,Horrible ghouls that grow quickly but aren't very bright.
Race_RuinedTorian_Name,Ruined Torian
Race_RuinedTorian_Dec,These pitiful creatures have had their will tortured out of them.
ConvertUnitAction,Convert to {OBJECTNAME}
CullUnitAction,Cull
Unit_Cull_Name,Cull
Unit_Cull_Dec,"Execute this citizen to eliminate weakness from the Civilization, or just to make an example of them."
Unit_GenocideBatteries_Name,Neural Battery
Unit_GenocideBatteries_Dec,Convert this citizen into a Neural Network Battery. This will produce a small burst of Stored Goods and Research.[BR][BR]Citizens converted into a Neural Network Battery don't contribute to your planet and don't affect your planet's [HS=HS_Military]Approval[/HS]
